Panel_markerID,BI_markerID,Chr,Pos
Chr03_005066056,Chr03_005066056,Chr03,5066056
Chr03_005237887,Chr03_005237887,Chr03,5237887
Chr03_005357920,Chr03_005357920,Chr03,5357920
Chr03_005426315,Chr03_005426315,Chr03,5426315
Chr03_005463407,Chr03_005463407,Chr03,5463407
Chr03_005581413,Chr03_005581413,Chr03,5581413
Chr03_005624867,Chr03_005624867,Chr03,5624867
Chr03_005785983,Chr03_005785983,Chr03,5785983
Chr03_005916507,Chr03_005916507,Chr03,5916507
Chr03_006044658,Chr03_006044658,Chr03,6044658
Chr03_006181446,Chr03_006181446,Chr03,6181446
Chr03_006184355,Chr03_006184355,Chr03,6184355
Chr03_006321389,Chr03_006321389,Chr03,6321389
Chr03_006385656,Chr03_006385656,Chr03,6385656
Chr03_006558404,Chr03_006558404,Chr03,6558404
Chr03_006706429,Chr03_006706429,Chr03,6706429
Chr03_006831739,Chr03_006831739,Chr03,6831739
Chr03_007005891,Chr03_007005891,Chr03,7005891
Chr03_007136950,Chr03_007136950,Chr03,7136950
Chr03_007328633,Chr03_007328633,Chr03,7328633
Chr03_007469920,Chr03_007469920,Chr03,7469920
Chr03_007539282,Chr03_007539282,Chr03,7539282
Chr03_007744909,Chr03_007744909,Chr03,7744909
Chr03_007767564,Chr03_007767564,Chr03,7767564
Chr03_007770008,Chr03_007770008,Chr03,7770008
Chr03_007786303,Chr03_007786303,Chr03,7786303
Chr03_008033860,Chr03_008033860,Chr03,8033860
Chr03_008040777,Chr03_008040777,Chr03,8040777
Chr03_008186664,Chr03_008186664,Chr03,8186664
Chr03_008329812,Chr03_008329812,Chr03,8329812
Chr03_008331356,Chr03_008331356,Chr03,8331356
Chr03_008379235,Chr03_008379235,Chr03,8379235
Chr03_008382096,Chr03_008382096,Chr03,8382096
Chr03_008689755,Chr03_008689755,Chr03,8689755
Chr03_008735909,Chr03_008735909,Chr03,8735909
Chr03_008778638,Chr03_008778638,Chr03,8778638
Chr03_009014243,Chr03_009014243,Chr03,9014243
Chr03_009173550,Chr03_009173550,Chr03,9173550
Chr03_009292684,Chr03_009292684,Chr03,9292684
Chr03_009470156,Chr03_009470156,Chr03,9470156
Chr03_009577578,Chr03_009577578,Chr03,9577578
Chr03_009651530,Chr03_009651530,Chr03,9651530
Chr03_009694665,Chr03_009694665,Chr03,9694665
Chr03_009695756,Chr03_009695756,Chr03,9695756
Chr03_010249518,Chr03_010249518,Chr03,10249518
Chr03_010307288,Chr03_010307288,Chr03,10307288
Chr03_010411626,Chr03_010411626,Chr03,10411626
Chr03_010612498,Chr03_010612498,Chr03,10612498
Chr03_010704684,Chr03_010704684,Chr03,10704684
Chr03_010764404,Chr03_010764404,Chr03,10764404
Chr03_010819525,Chr03_010819525,Chr03,10819525
Chr03_011005165,Chr03_011005165,Chr03,11005165
Chr03_011115680,Chr03_011115680,Chr03,11115680
Chr03_011177985,Chr03_011177985,Chr03,11177985
Chr03_011364482,Chr03_011364482,Chr03,11364482
Chr03_011491756,Chr03_011491756,Chr03,11491756
Chr03_011658070,Chr03_011658070,Chr03,11658070
Chr03_011815316,Chr03_011815316,Chr03,11815316
Chr03_011968002,Chr03_011968002,Chr03,11968002
Chr03_012057214,Chr03_012057214,Chr03,12057214
Chr03_012234622,Chr03_012234622,Chr03,12234622
Chr03_012366242,Chr03_012366242,Chr03,12366242
Chr03_012526863,Chr03_012526863,Chr03,12526863
Chr03_012688384,Chr03_012688384,Chr03,12688384
Chr03_012851627,Chr03_012851627,Chr03,12851627
Chr03_013000142,Chr03_013000142,Chr03,13000142
Chr03_013144497,Chr03_013144497,Chr03,13144497
Chr03_013234313,Chr03_013234313,Chr03,13234313
Chr03_013305685,Chr03_013305685,Chr03,13305685
Chr03_013373304,Chr03_013373304,Chr03,13373304
Chr03_013448841,Chr03_013448841,Chr03,13448841
Chr03_013595908,Chr03_013595908,Chr03,13595908
Chr03_013756575,Chr03_013756575,Chr03,13756575
Chr03_013925539,Chr03_013925539,Chr03,13925539
Chr03_014022811,Chr03_014022811,Chr03,14022811
Chr03_014200655,Chr03_014200655,Chr03,14200655
Chr03_014358605,Chr03_014358605,Chr03,14358605
Chr03_014500622,Chr03_014500622,Chr03,14500622
Chr03_014644254,Chr03_014644254,Chr03,14644254
Chr03_014791131,Chr03_014791131,Chr03,14791131
Chr03_014947826,Chr03_014947826,Chr03,14947826
Chr03_015091841,Chr03_015091841,Chr03,15091841
Chr03_015211447,Chr03_015211447,Chr03,15211447
Chr03_015397974,Chr03_015397974,Chr03,15397974
Chr03_015522151,Chr03_015522151,Chr03,15522151
Chr03_015699630,Chr03_015699630,Chr03,15699630
Chr03_015855213,Chr03_015855213,Chr03,15855213
Chr03_016007756,Chr03_016007756,Chr03,16007756
Chr03_016205307,Chr03_016205307,Chr03,16205307
Chr03_016301656,Chr03_016301656,Chr03,16301656
Chr03_016458281,Chr03_016458281,Chr03,16458281
Chr03_016614376,Chr03_016614376,Chr03,16614376
Chr03_016753469,Chr03_016753469,Chr03,16753469
Chr03_016901792,Chr03_016901792,Chr03,16901792
Chr03_017016034,Chr03_017016034,Chr03,17016034
Chr03_017205290,Chr03_017205290,Chr03,17205290
Chr03_017353674,Chr03_017353674,Chr03,17353674
Chr03_017537752,Chr03_017537752,Chr03,17537752
Chr03_017643260,Chr03_017643260,Chr03,17643260
Chr03_017758703,Chr03_017758703,Chr03,17758703
Chr03_017950771,Chr03_017950771,Chr03,17950771
Chr03_018103992,Chr03_018103992,Chr03,18103992
Chr03_018245199,Chr03_018245199,Chr03,18245199
Chr03_018383818,Chr03_018383818,Chr03,18383818
Chr03_018553078,Chr03_018553078,Chr03,18553078
Chr03_018688416,Chr03_018688416,Chr03,18688416
Chr03_018873240,Chr03_018873240,Chr03,18873240
Chr03_018956635,Chr03_018956635,Chr03,18956635
Chr03_019058879,Chr03_019058879,Chr03,19058879
Chr03_019061616,Chr03_019061616,Chr03,19061616
Chr03_019179302,Chr03_019179302,Chr03,19179302
Chr03_019290855,Chr03_019290855,Chr03,19290855
Chr03_019452833,Chr03_019452833,Chr03,19452833
Chr03_019648424,Chr03_019648424,Chr03,19648424
Chr03_019709817,Chr03_019709817,Chr03,19709817
Chr03_019873498,Chr03_019873498,Chr03,19873498
Chr03_019914959,Chr03_019914959,Chr03,19914959
Chr03_020062162,Chr03_020062162,Chr03,20062162
Chr03_020200737,Chr03_020200737,Chr03,20200737
Chr03_020286795,Chr03_020286795,Chr03,20286795
Chr03_020356681,Chr03_020356681,Chr03,20356681
Chr03_020434380,Chr03_020434380,Chr03,20434380
Chr03_020497436,Chr03_020497436,Chr03,20497436
Chr03_020594345,Chr03_020594345,Chr03,20594345
Chr03_020662880,Chr03_020662880,Chr03,20662880
Chr03_020749108,Chr03_020749108,Chr03,20749108
Chr03_020812347,Chr03_020812347,Chr03,20812347
Chr03_020946916,Chr03_020946916,Chr03,20946916
Chr03_021096468,Chr03_021096468,Chr03,21096468
Chr03_021234320,Chr03_021234320,Chr03,21234320
Chr03_021394245,Chr03_021394245,Chr03,21394245
Chr03_021531984,Chr03_021531984,Chr03,21531984
Chr03_021693379,Chr03_021693379,Chr03,21693379
Chr03_021764193,Chr03_021764193,Chr03,21764193
Chr03_021895148,Chr03_021895148,Chr03,21895148
Chr03_021910608,Chr03_021910608,Chr03,21910608
Chr03_021921763,Chr03_021921763,Chr03,21921763
Chr03_022024808,Chr03_022024808,Chr03,22024808
Chr03_022166599,Chr03_022166599,Chr03,22166599
Chr03_022168883,Chr03_022168883,Chr03,22168883
Chr03_022298406,Chr03_022298406,Chr03,22298406
Chr03_022392928,Chr03_022392928,Chr03,22392928
Chr03_022540512,Chr03_022540512,Chr03,22540512
Chr03_022564485,Chr03_022564485,Chr03,22564485
Chr03_022645089,Chr03_022645089,Chr03,22645089
Chr03_023061651,Chr03_023061651,Chr03,23061651
Chr03_023073373,Chr03_023073373,Chr03,23073373
Chr03_023114866,Chr03_023114866,Chr03,23114866
Chr03_023199724,Chr03_023199724,Chr03,23199724
Chr03_023336562,Chr03_023336562,Chr03,23336562
Chr03_023428863,Chr03_023428863,Chr03,23428863
Chr03_023592897,Chr03_023592897,Chr03,23592897
Chr03_023614079,Chr03_023614079,Chr03,23614079
Chr03_023754299,Chr03_023754299,Chr03,23754299
Chr03_023823196,Chr03_023823196,Chr03,23823196
Chr03_023949387,Chr03_023949387,Chr03,23949387
Chr03_024077994,Chr03_024077994,Chr03,24077994
Chr03_024271133,Chr03_024271133,Chr03,24271133
Chr03_024395425,Chr03_024395425,Chr03,24395425
Chr03_024485057,Chr03_024485057,Chr03,24485057
Chr03_024552877,Chr03_024552877,Chr03,24552877
Chr03_024612959,Chr03_024612959,Chr03,24612959
Chr03_024781685,Chr03_024781685,Chr03,24781685
Chr03_024866244,Chr03_024866244,Chr03,24866244
Chr03_025028961,Chr03_025028961,Chr03,25028961
Chr03_025141534,Chr03_025141534,Chr03,25141534
Chr03_025333312,Chr03_025333312,Chr03,25333312
Chr03_025336761,Chr03_025336761,Chr03,25336761
Chr03_025560297,Chr03_025560297,Chr03,25560297
Chr03_025582930,Chr03_025582930,Chr03,25582930
Chr03_025591947,Chr03_025591947,Chr03,25591947
Chr03_025716153,Chr03_025716153,Chr03,25716153
Chr03_025774996,Chr03_025774996,Chr03,25774996
Chr03_025887068,Chr03_025887068,Chr03,25887068
Chr03_025930083,Chr03_025930083,Chr03,25930083
Chr03_026065607,Chr03_026065607,Chr03,26065607
Chr03_026227064,Chr03_026227064,Chr03,26227064
Chr03_026312341,Chr03_026312341,Chr03,26312341
Chr03_026444907,Chr03_026444907,Chr03,26444907
Chr03_026634056,Chr03_026634056,Chr03,26634056
Chr03_026788501,Chr03_026788501,Chr03,26788501
Chr03_026866548,Chr03_026866548,Chr03,26866548
Chr03_026893402,Chr03_026893402,Chr03,26893402
Chr03_026995491,Chr03_026995491,Chr03,26995491
Chr03_027053518,Chr03_027053518,Chr03,27053518
Chr03_027056342,Chr03_027056342,Chr03,27056342
Chr03_027060665,Chr03_027060665,Chr03,27060665
Chr03_027258854,Chr03_027258854,Chr03,27258854
Chr03_027383552,Chr03_027383552,Chr03,27383552
Chr03_027537733,Chr03_027537733,Chr03,27537733
Chr03_027680394,Chr03_027680394,Chr03,27680394
Chr03_027824634,Chr03_027824634,Chr03,27824634
Chr03_027993686,Chr03_027993686,Chr03,27993686
Chr03_028135201,Chr03_028135201,Chr03,28135201
Chr03_028253631,Chr03_028253631,Chr03,28253631
Chr03_028440597,Chr03_028440597,Chr03,28440597
Chr04_000036729,Chr04_000036729,Chr04,36729
Chr04_000204777,Chr04_000204777,Chr04,204777
Chr04_000266149,Chr04_000266149,Chr04,266149
Chr04_000404476,Chr04_000404476,Chr04,404476
Chr04_000548616,Chr04_000548616,Chr04,548616
Chr04_000715803,Chr04_000715803,Chr04,715803
Chr04_000830449,Chr04_000830449,Chr04,830449
Chr04_001001683,Chr04_001001683,Chr04,1001683
Chr04_001140950,Chr04_001140950,Chr04,1140950
Chr04_001286638,Chr04_001286638,Chr04,1286638
Chr04_001409614,Chr04_001409614,Chr04,1409614
Chr04_001588221,Chr04_001588221,Chr04,1588221
Chr04_001760172,Chr04_001760172,Chr04,1760172
Chr04_001858639,Chr04_001858639,Chr04,1858639
Chr04_002006869,Chr04_002006869,Chr04,2006869
Chr04_002168028,Chr04_002168028,Chr04,2168028
Chr04_002324478,Chr04_002324478,Chr04,2324478
Chr04_002463045,Chr04_002463045,Chr04,2463045
Chr04_002615695,Chr04_002615695,Chr04,2615695
Chr04_002765330,Chr04_002765330,Chr04,2765330
Chr04_002930033,Chr04_002930033,Chr04,2930033
Chr04_003071759,Chr04_003071759,Chr04,3071759
Chr04_003222617,Chr04_003222617,Chr04,3222617
Chr04_003353942,Chr04_003353942,Chr04,3353942
Chr04_003506086,Chr04_003506086,Chr04,3506086
Chr04_003661649,Chr04_003661649,Chr04,3661649
Chr04_003791058,Chr04_003791058,Chr04,3791058
Chr04_003866805,Chr04_003866805,Chr04,3866805
Chr04_003929221,Chr04_003929221,Chr04,3929221
Chr04_003997159,Chr04_003997159,Chr04,3997159
Chr04_004085196,Chr04_004085196,Chr04,4085196
Chr04_004235450,Chr04_004235450,Chr04,4235450
Chr04_004392513,Chr04_004392513,Chr04,4392513
Chr04_004564949,Chr04_004564949,Chr04,4564949
Chr04_004658769,Chr04_004658769,Chr04,4658769
Chr04_004817280,Chr04_004817280,Chr04,4817280
Chr04_004995612,Chr04_004995612,Chr04,4995612
Chr04_005142090,Chr04_005142090,Chr04,5142090
Chr04_005287423,Chr04_005287423,Chr04,5287423
Chr04_005425363,Chr04_005425363,Chr04,5425363
Chr04_005575888,Chr04_005575888,Chr04,5575888
Chr04_005663606,Chr04_005663606,Chr04,5663606
Chr04_005837769,Chr04_005837769,Chr04,5837769
Chr04_006010908,Chr04_006010908,Chr04,6010908
Chr04_006089318,Chr04_006089318,Chr04,6089318
Chr04_006208128,Chr04_006208128,Chr04,6208128
Chr04_006240301,Chr04_006240301,Chr04,6240301
Chr04_006341743,Chr04_006341743,Chr04,6341743
Chr04_006482303,Chr04_006482303,Chr04,6482303
Chr04_006551939,Chr04_006551939,Chr04,6551939
Chr04_006724843,Chr04_006724843,Chr04,6724843
Chr04_006884343,Chr04_006884343,Chr04,6884343
Chr04_007050770,Chr04_007050770,Chr04,7050770
Chr04_007206354,Chr04_007206354,Chr04,7206354
Chr04_007263868,Chr04_007263868,Chr04,7263868
Chr04_007342383,Chr04_007342383,Chr04,7342383
Chr04_007473379,Chr04_007473379,Chr04,7473379
Chr04_007538525,Chr04_007538525,Chr04,7538525
Chr04_007625327,Chr04_007625327,Chr04,7625327
Chr04_007706444,Chr04_007706444,Chr04,7706444
Chr04_007783007,Chr04_007783007,Chr04,7783007
Chr04_007851985,Chr04_007851985,Chr04,7851985
Chr04_007901441,Chr04_007901441,Chr04,7901441
Chr04_008062967,Chr04_008062967,Chr04,8062967
Chr04_008177736,Chr04_008177736,Chr04,8177736
Chr04_008370976,Chr04_008370976,Chr04,8370976
Chr04_008520220,Chr04_008520220,Chr04,8520220
Chr04_008665241,Chr04_008665241,Chr04,8665241
Chr04_008782863,Chr04_008782863,Chr04,8782863
Chr04_008802086,Chr04_008802086,Chr04,8802086
Chr04_009035942,Chr04_009035942,Chr04,9035942
Chr04_009042039,Chr04_009042039,Chr04,9042039
Chr04_009071239,Chr04_009071239,Chr04,9071239
Chr04_009228420,Chr04_009228420,Chr04,9228420
Chr04_009228721,Chr04_009228721,Chr04,9228721
Chr04_009280985,Chr04_009280985,Chr04,9280985
Chr04_009401494,Chr04_009401494,Chr04,9401494
Chr04_009595206,Chr04_009595206,Chr04,9595206
Chr04_009702558,Chr04_009702558,Chr04,9702558
Chr04_009871366,Chr04_009871366,Chr04,9871366
Chr04_009926244,Chr04_009926244,Chr04,9926244
Chr04_010009255,Chr04_010009255,Chr04,10009255
Chr04_010076968,Chr04_010076968,Chr04,10076968
Chr04_010155707,Chr04_010155707,Chr04,10155707
Chr04_010259123,Chr04_010259123,Chr04,10259123
Chr04_010390086,Chr04_010390086,Chr04,10390086
Chr04_010538160,Chr04_010538160,Chr04,10538160
Chr04_010658188,Chr04_010658188,Chr04,10658188
Chr04_010772927,Chr04_010772927,Chr04,10772927
Chr04_010901120,Chr04_010901120,Chr04,10901120
Chr04_010942227,Chr04_010942227,Chr04,10942227
Chr04_011013155,Chr04_011013155,Chr04,11013155
Chr04_011174818,Chr04_011174818,Chr04,11174818
Chr04_011258788,Chr04_011258788,Chr04,11258788
Chr04_011311503,Chr04_011311503,Chr04,11311503
Chr04_011384240,Chr04_011384240,Chr04,11384240
Chr04_011541330,Chr04_011541330,Chr04,11541330
Chr04_011598160,Chr04_011598160,Chr04,11598160
Chr04_011725075,Chr04_011725075,Chr04,11725075
Chr04_011820237,Chr04_011820237,Chr04,11820237
Chr04_011846703,Chr04_011846703,Chr04,11846703
Chr04_011939873,Chr04_011939873,Chr04,11939873
Chr04_012066655,Chr04_012066655,Chr04,12066655
Chr04_012191804,Chr04_012191804,Chr04,12191804
Chr04_012361026,Chr04_012361026,Chr04,12361026
Chr04_012441379,Chr04_012441379,Chr04,12441379
Chr04_012628053,Chr04_012628053,Chr04,12628053
Chr04_012777496,Chr04_012777496,Chr04,12777496
Chr04_012950889,Chr04_012950889,Chr04,12950889
Chr04_013096527,Chr04_013096527,Chr04,13096527
Chr04_013215260,Chr04_013215260,Chr04,13215260
Chr04_013319336,Chr04_013319336,Chr04,13319336
Chr04_013500044,Chr04_013500044,Chr04,13500044
Chr04_013661473,Chr04_013661473,Chr04,13661473
Chr04_013817349,Chr04_013817349,Chr04,13817349
Chr04_013891152,Chr04_013891152,Chr04,13891152
Chr04_013895022,Chr04_013895022,Chr04,13895022
Chr04_014039460,Chr04_014039460,Chr04,14039460
Chr04_014108306,Chr04_014108306,Chr04,14108306
Chr04_014117300,Chr04_014117300,Chr04,14117300
Chr04_014274606,Chr04_014274606,Chr04,14274606
Chr04_014337550,Chr04_014337550,Chr04,14337550
Chr04_014427288,Chr04_014427288,Chr04,14427288
Chr04_014565403,Chr04_014565403,Chr04,14565403
Chr04_014695427,Chr04_014695427,Chr04,14695427
Chr04_014697846,Chr04_014697846,Chr04,14697846
Chr04_014776271,Chr04_014776271,Chr04,14776271
Chr04_015001194,Chr04_015001194,Chr04,15001194
Chr04_015002042,Chr04_015002042,Chr04,15002042
Chr04_015148340,Chr04_015148340,Chr04,15148340
Chr04_015345222,Chr04_015345222,Chr04,15345222
Chr04_015467460,Chr04_015467460,Chr04,15467460
Chr04_015656227,Chr04_015656227,Chr04,15656227
Chr04_015672861,Chr04_015672861,Chr04,15672861
Chr04_015758889,Chr04_015758889,Chr04,15758889
Chr04_015795020,Chr04_015795020,Chr04,15795020
Chr04_016007885,Chr04_016007885,Chr04,16007885
Chr04_016015896,Chr04_016015896,Chr04,16015896
Chr04_016138227,Chr04_016138227,Chr04,16138227
Chr04_016285680,Chr04_016285680,Chr04,16285680
Chr04_016285983,Chr04_016285983,Chr04,16285983
Chr04_016288044,Chr04_016288044,Chr04,16288044
Chr04_016289542,Chr04_016289542,Chr04,16289542
Chr04_016291404,Chr04_016291404,Chr04,16291404
Chr04_017008132,Chr04_017008132,Chr04,17008132
Chr04_017009143,Chr04_017009143,Chr04,17009143
Chr04_017040824,Chr04_017040824,Chr04,17040824
Chr04_017110037,Chr04_017110037,Chr04,17110037
Chr04_017139816,Chr04_017139816,Chr04,17139816
Chr04_017270781,Chr04_017270781,Chr04,17270781
Chr04_017357571,Chr04_017357571,Chr04,17357571
Chr04_017536427,Chr04_017536427,Chr04,17536427
Chr04_017687898,Chr04_017687898,Chr04,17687898
Chr04_017692069,Chr04_017692069,Chr04,17692069
Chr04_018013346,Chr04_018013346,Chr04,18013346
Chr04_018014884,Chr04_018014884,Chr04,18014884
Chr04_018016173,Chr04_018016173,Chr04,18016173
Chr04_018238873,Chr04_018238873,Chr04,18238873
Chr04_018241880,Chr04_018241880,Chr04,18241880
Chr04_018354200,Chr04_018354200,Chr04,18354200
Chr04_018358792,Chr04_018358792,Chr04,18358792
Chr04_018383872,Chr04_018383872,Chr04,18383872
Chr04_018657636,Chr04_018657636,Chr04,18657636
Chr04_018660243,Chr04_018660243,Chr04,18660243
Chr04_018686541,Chr04_018686541,Chr04,18686541
Chr04_018687221,Chr04_018687221,Chr04,18687221
Chr04_018712527,Chr04_018712527,Chr04,18712527
Chr04_019031082,Chr04_019031082,Chr04,19031082
Chr04_019166840,Chr04_019166840,Chr04,19166840
Chr04_019217566,Chr04_019217566,Chr04,19217566
Chr04_019416886,Chr04_019416886,Chr04,19416886
Chr04_019603927,Chr04_019603927,Chr04,19603927
Chr04_019731415,Chr04_019731415,Chr04,19731415
Chr04_019836611,Chr04_019836611,Chr04,19836611
Chr04_019836933,Chr04_019836933,Chr04,19836933
Chr04_019837580,Chr04_019837580,Chr04,19837580
Chr04_020080453,Chr04_020080453,Chr04,20080453
Chr04_020179246,Chr04_020179246,Chr04,20179246
Chr04_020181871,Chr04_020181871,Chr04,20181871
Chr04_020182267,Chr04_020182267,Chr04,20182267
Chr04_020600818,Chr04_020600818,Chr04,20600818
Chr04_020602079,Chr04_020602079,Chr04,20602079
Chr04_020604114,Chr04_020604114,Chr04,20604114
Chr04_020677718,Chr04_020677718,Chr04,20677718
Chr04_020677720,Chr04_020677720,Chr04,20677720
Chr04_021072041,Chr04_021072041,Chr04,21072041
Chr04_021073407,Chr04_021073407,Chr04,21073407
Chr04_021221419,Chr04_021221419,Chr04,21221419
Chr04_021301822,Chr04_021301822,Chr04,21301822
Chr04_021485713,Chr04_021485713,Chr04,21485713
Chr04_021621474,Chr04_021621474,Chr04,21621474
Chr04_021817864,Chr04_021817864,Chr04,21817864
Chr04_021891407,Chr04_021891407,Chr04,21891407
Chr04_022067947,Chr04_022067947,Chr04,22067947
Chr04_022218651,Chr04_022218651,Chr04,22218651
Chr04_022403469,Chr04_022403469,Chr04,22403469
Chr04_022533270,Chr04_022533270,Chr04,22533270
Chr04_022631485,Chr04_022631485,Chr04,22631485
Chr04_022813283,Chr04_022813283,Chr04,22813283
Chr04_023007184,Chr04_023007184,Chr04,23007184
Chr04_023116718,Chr04_023116718,Chr04,23116718
Chr04_023175965,Chr04_023175965,Chr04,23175965
Chr04_023323684,Chr04_023323684,Chr04,23323684
Chr04_023324033,Chr04_023324033,Chr04,23324033
Chr04_023382413,Chr04_023382413,Chr04,23382413
Chr04_023545348,Chr04_023545348,Chr04,23545348
Chr04_023617352,Chr04_023617352,Chr04,23617352
Chr04_023719516,Chr04_023719516,Chr04,23719516
Chr04_023759378,Chr04_023759378,Chr04,23759378
Chr04_023853924,Chr04_023853924,Chr04,23853924
Chr04_024010759,Chr04_024010759,Chr04,24010759
Chr04_024154181,Chr04_024154181,Chr04,24154181
Chr04_024300726,Chr04_024300726,Chr04,24300726
Chr04_024423408,Chr04_024423408,Chr04,24423408
Chr04_024593455,Chr04_024593455,Chr04,24593455
Chr04_024748909,Chr04_024748909,Chr04,24748909
Chr04_024895136,Chr04_024895136,Chr04,24895136
Chr04_024988244,Chr04_024988244,Chr04,24988244
Chr04_025175235,Chr04_025175235,Chr04,25175235
Chr04_025333053,Chr04_025333053,Chr04,25333053
Chr04_025493869,Chr04_025493869,Chr04,25493869
Chr04_025624366,Chr04_025624366,Chr04,25624366
Chr04_025760268,Chr04_025760268,Chr04,25760268
Chr04_025931955,Chr04_025931955,Chr04,25931955
Chr04_026055190,Chr04_026055190,Chr04,26055190
Chr04_026152825,Chr04_026152825,Chr04,26152825
Chr04_026307092,Chr04_026307092,Chr04,26307092
Chr04_026322078,Chr04_026322078,Chr04,26322078
Chr04_026377264,Chr04_026377264,Chr04,26377264
Chr04_026522298,Chr04_026522298,Chr04,26522298
Chr04_026653509,Chr04_026653509,Chr04,26653509
Chr04_026764086,Chr04_026764086,Chr04,26764086
Chr04_026904271,Chr04_026904271,Chr04,26904271
Chr04_027065010,Chr04_027065010,Chr04,27065010
Chr04_027251329,Chr04_027251329,Chr04,27251329
Chr04_027389660,Chr04_027389660,Chr04,27389660
Chr04_027537395,Chr04_027537395,Chr04,27537395
Chr04_027687726,Chr04_027687726,Chr04,27687726
Chr04_027853480,Chr04_027853480,Chr04,27853480
Chr04_027985306,Chr04_027985306,Chr04,27985306
Chr04_028125094,Chr04_028125094,Chr04,28125094
Chr04_028282254,Chr04_028282254,Chr04,28282254
Chr04_028448796,Chr04_028448796,Chr04,28448796
Chr04_028569869,Chr04_028569869,Chr04,28569869
Chr04_028726416,Chr04_028726416,Chr04,28726416
Chr04_028865074,Chr04_028865074,Chr04,28865074
Chr04_029022531,Chr04_029022531,Chr04,29022531
Chr04_029189071,Chr04_029189071,Chr04,29189071
Chr04_029325518,Chr04_029325518,Chr04,29325518
Chr04_029468246,Chr04_029468246,Chr04,29468246
Chr04_029617950,Chr04_029617950,Chr04,29617950
Chr04_029758648,Chr04_029758648,Chr04,29758648
Chr04_029921749,Chr04_029921749,Chr04,29921749
Chr04_030047152,Chr04_030047152,Chr04,30047152
Chr04_030201653,Chr04_030201653,Chr04,30201653
Chr04_030356574,Chr04_030356574,Chr04,30356574
Chr04_030518385,Chr04_030518385,Chr04,30518385
Chr04_030590888,Chr04_030590888,Chr04,30590888
Chr04_030786174,Chr04_030786174,Chr04,30786174
Chr04_030943891,Chr04_030943891,Chr04,30943891
Chr04_031053653,Chr04_031053653,Chr04,31053653
Chr04_031229694,Chr04_031229694,Chr04,31229694
Chr04_031368508,Chr04_031368508,Chr04,31368508
Chr04_031544897,Chr04_031544897,Chr04,31544897
Chr04_031654433,Chr04_031654433,Chr04,31654433
Chr04_031718615,Chr04_031718615,Chr04,31718615
Chr04_031779709,Chr04_031779709,Chr04,31779709
Chr04_031857624,Chr04_031857624,Chr04,31857624
Chr04_031977309,Chr04_031977309,Chr04,31977309
Chr04_032107076,Chr04_032107076,Chr04,32107076
Chr04_032260866,Chr04_032260866,Chr04,32260866
Chr04_032394280,Chr04_032394280,Chr04,32394280
Chr05_000070155,Chr05_000070155,Chr05,70155
Chr05_000344064,Chr05_000344064,Chr05,344064
Chr05_000393316,Chr05_000393316,Chr05,393316
Chr05_000507435,Chr05_000507435,Chr05,507435
Chr05_000600236,Chr05_000600236,Chr05,600236
Chr05_000656374,Chr05_000656374,Chr05,656374
Chr05_000714897,Chr05_000714897,Chr05,714897
Chr05_000875073,Chr05_000875073,Chr05,875073
Chr05_001007772,Chr05_001007772,Chr05,1007772
Chr05_001173661,Chr05_001173661,Chr05,1173661
Chr05_001343534,Chr05_001343534,Chr05,1343534
Chr05_001473119,Chr05_001473119,Chr05,1473119
Chr05_001614224,Chr05_001614224,Chr05,1614224
Chr05_001762839,Chr05_001762839,Chr05,1762839
Chr05_001913204,Chr05_001913204,Chr05,1913204
Chr05_002051831,Chr05_002051831,Chr05,2051831
Chr05_002184739,Chr05_002184739,Chr05,2184739
Chr05_002360595,Chr05_002360595,Chr05,2360595
Chr05_002511708,Chr05_002511708,Chr05,2511708
Chr05_002600532,Chr05_002600532,Chr05,2600532
Chr05_002630590,Chr05_002630590,Chr05,2630590
Chr05_002715971,Chr05_002715971,Chr05,2715971
Chr05_002797463,Chr05_002797463,Chr05,2797463
Chr05_002949806,Chr05_002949806,Chr05,2949806
Chr05_002953563,Chr05_002953563,Chr05,2953563
Chr05_003223365,Chr05_003223365,Chr05,3223365
Chr05_003256176,Chr05_003256176,Chr05,3256176
Chr05_003268686,Chr05_003268686,Chr05,3268686
Chr05_003395131,Chr05_003395131,Chr05,3395131
Chr05_003471251,Chr05_003471251,Chr05,3471251
Chr05_003669921,Chr05_003669921,Chr05,3669921
Chr05_003744241,Chr05_003744241,Chr05,3744241
Chr05_003837397,Chr05_003837397,Chr05,3837397
Chr05_003902665,Chr05_003902665,Chr05,3902665
Chr05_003987128,Chr05_003987128,Chr05,3987128
Chr05_004116591,Chr05_004116591,Chr05,4116591
Chr05_004303033,Chr05_004303033,Chr05,4303033
Chr05_004437699,Chr05_004437699,Chr05,4437699
Chr05_004583390,Chr05_004583390,Chr05,4583390
Chr05_004725716,Chr05_004725716,Chr05,4725716
Chr05_004868068,Chr05_004868068,Chr05,4868068
Chr05_005030935,Chr05_005030935,Chr05,5030935
Chr05_005184666,Chr05_005184666,Chr05,5184666
Chr05_005313956,Chr05_005313956,Chr05,5313956
Chr05_005481299,Chr05_005481299,Chr05,5481299
Chr05_005653893,Chr05_005653893,Chr05,5653893
Chr05_005757172,Chr05_005757172,Chr05,5757172
Chr05_005940260,Chr05_005940260,Chr05,5940260
Chr05_006064053,Chr05_006064053,Chr05,6064053
Chr05_006219387,Chr05_006219387,Chr05,6219387
